,user_id,business_id,stars,text,year,state,state_name,latitude,longitude,source,month,sentiment
5380,1.1732841510291756e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"Took my wonderful wife to ulta
I was not allowed to go in",2020,IL,Illinois,42.1126605,-87.982209,G,1,1
5381,1.0197289566796192e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,4.0,"I shop this store for all my beauty needs. If you need it, they probably have it! The girls on the floor can be helpful... but not always. My last experience was wonderful however! The girl working in the Channel area really helped me figure out exactly which products would work best for me. I am extremely happy with my purchase.
Be aware that this store will push you to try different products, but if you buy something get home and hate it they let you bring it back! Even after you tried it! And you can get something you want if equal value. I love that they do this!! Because sometimes you can’t tell how you feel about a makeup product for several days.
I have only gotten a facial here once but they did a fantastic job!
I have never had my hair done here and can’t really speak to that.",2018,IL,Illinois,42.1126605,-87.982209,G,11,1
5382,1.064637670497565e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"I've been seeing the Salon Manager, Katie, for several years for my cuts and colors. Katie has been knowledgeable and consultative in helping me transition from blond to fashion colors (pink, purple, teal, red, etc.) as well as various shades found in nature without sacrificing the health of my hair. She'll tell me when I need to prepare for 3-6 months for a big change so my hair will make the transition without significant damage. She's a trusted advisor and friend.",2018,IL,Illinois,42.1126605,-87.982209,G,10,1
5383,1.1240662384934786e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,2.0,They have a good selection of stuff. That I cant complain about. But their customer service is soo bad. If you don't look like you belong there they wont even say hi. I love makeup and spend a lot for it. But when I'm not going somewhere special I look like a bum. And when I go looking like that they won't even look at me. I always have to find help if I need it.,2018,IL,Illinois,42.1126605,-87.982209,G,12,0
5384,1.0994517155470777e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,I love Ulta. This one in particular...is amazing. Very clean and friendly staff. One of the fastest check out lines I've seen in an Ulta ever.,2019,IL,Illinois,42.1126605,-87.982209,G,7,1
5385,1.06621057653172e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Kasia Koprowski is the best hair stylist and colorist we've ever had as a family. She understands our wants and needs: from me to my husband to my grandma. Highly recommend her!!!,2019,IL,Illinois,42.1126605,-87.982209,G,7,1
5386,1.0473158949419182e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,I was greeted as I came in and was asked if I needed any help.  Very nice and very helpful.,2019,IL,Illinois,42.1126605,-87.982209,G,7,1
5387,1.126898764851e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,This store is great! Layout is nice. Staff is super friendly!,2019,IL,Illinois,42.1126605,-87.982209,G,8,1
5388,1.0862341933360862e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Great selection of cosmetics as well as fun and unique gifts for Birthday girls of all ages!,2019,IL,Illinois,42.1126605,-87.982209,G,5,1
5389,1.1038765148281528e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,I like this store for drug store products and not for high-end. I find that many of the high end products I need have limited collection in this store. It will be good if they could expand their NARS collection.,2018,IL,Illinois,42.1126605,-87.982209,G,8,1
5390,1.1448225556119416e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Very friendly staff great place to shop,2019,IL,Illinois,42.1126605,-87.982209,G,11,1
5391,1.0703400670512742e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,The girls are very helpful and nice!,2019,IL,Illinois,42.1126605,-87.982209,G,10,1
5392,1.148355828459982e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,1.0,"I love make up and I love this store.  This is the go to place for my friends and I and we spent a lot of time and money here.  My sister and I visited your store today and the selection is really good but the costumer service is horrible.  I have never felt so disappointed and discriminated. The cashier that help us have us had really bad attitude (we're Spanish/ english speaking) treat us really bad, ignored our questions, talked to us with attitude and she make sure we knew how annoyed she was to help us check out. She was simply rude,  while she was so nice to some other costumers (fully english speaking consumers) try to help them even tho they were being help already.   I will make sure my friends and family know about this experience so they don't make the same mistake and visit your store.",2019,IL,Illinois,42.1126605,-87.982209,G,1,0
5393,1.0394982415601608e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,I enjoy ULTA. There are so many items to choose and you earn points too.,2019,IL,Illinois,42.1126605,-87.982209,G,1,1
5394,1.0152023725905686e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,A huge variety of beauty items are available. Love the salon too.,2019,IL,Illinois,42.1126605,-87.982209,G,5,1
5395,1.0233704089265018e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"Helpful, cheerful staff. Great pricing.  Lots of choices.",2019,IL,Illinois,42.1126605,-87.982209,G,2,1
5396,1.1688115385420598e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"Very friendly staff awesome selection of nail polishes and a great little clearance section where you can find OPI,Essie, Morgan Taylor, China Glaze, Zoya,Pacifica and several more for as little as $2.00!!! Love checking out what is new and upcoming.",2019,IL,Illinois,42.1126605,-87.982209,G,3,1
5397,1.0682570936854022e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,The staff is very nice and helpful.,2019,IL,Illinois,42.1126605,-87.982209,G,7,1
5398,1.088003058773789e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Love this store.  Best loyalty program ever,2018,IL,Illinois,42.1126605,-87.982209,G,11,1
5399,1.133364834938525e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Grt collection and good deals keep coming in,2019,IL,Illinois,42.1126605,-87.982209,G,6,1
5400,1.041816954986319e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Good price and they have in stock,2019,IL,Illinois,42.1126605,-87.982209,G,4,1
5401,1.1123959265636708e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,4.0,Employees are very helpful,2019,IL,Illinois,42.1126605,-87.982209,G,9,1
5402,1.0822361164003e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Staff really know their clients!,2019,IL,Illinois,42.1126605,-87.982209,G,3,1
5403,1.1730304271075508e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,3.0,Half of the shelves were empty.  I was so disappointed and left empty handed.,2019,IL,Illinois,42.1126605,-87.982209,G,2,0
5404,1.1760405502493714e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Good makeup,2019,IL,Illinois,42.1126605,-87.982209,G,10,1
5405,1.164850169919966e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,4.0,Had what my wife needed,2019,IL,Illinois,42.1126605,-87.982209,G,1,1
5406,1.1203540118054484e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Quality service!,2019,IL,Illinois,42.1126605,-87.982209,G,4,1
5407,1.0906600735628943e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Great location!,2019,IL,Illinois,42.1126605,-87.982209,G,1,1
5408,1.077502132742826e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Friendly service,2019,IL,Illinois,42.1126605,-87.982209,G,7,1
5409,1.0236463884505806e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,2.0,They are not very inviting to transgirls,2018,IL,Illinois,42.1126605,-87.982209,G,7,0
5410,1.0564782596060923e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,3.0,Live the store. Staff can be...dismissive.,2019,IL,Illinois,42.1126605,-87.982209,G,2,0
5411,1.0151703975218376e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"Outstanding, Nicki is the best",2019,IL,Illinois,42.1126605,-87.982209,G,1,1
5412,1.1297338594517131e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,Love shopping here,2018,IL,Illinois,42.1126605,-87.982209,G,5,1
5413,1.0108006119420731e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,1.0,"(Translated by Google) Made a purchase today. The site has information that all buyers of certain brand products receive a gift. I had two choices. I asked for a gift. The young ladies were looking for a long time, but they did not find anything for me. They said that this happens .... Question: either absolutely dishonest staff or false information on the site. Definitely, I will not return to this store and will not recommend to anyone ...

(Original)
Совершила покупку сегодня. На сайте есть информация, что все покупатели средств определенного бренда получают подарок. В моем выборе было два средства. Попросила подарок. Барышни долго искали, но ничего для меня не нашли. Сказали, что такое бывает.... Вопрос: или абсолютно нечестный персонал или ложная информация на сайте. Однозначно, в данный магазин не вернусь и не стану никому рекомендовать....",2021,IL,Illinois,42.1126605,-87.982209,G,2,0
5414,1.150830032827632e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,4.0,"(Translated by Google) You can find many brands in one place

(Original)
Puedes encontrar muchas marcas en un solo lugar",2019,IL,Illinois,42.1126605,-87.982209,G,10,1
5415,1.0199230655299966e+20,0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,5.0,"(Translated by Google) Fantaaastic

(Original)
Fantaaastic",2018,IL,Illinois,42.1126605,-87.982209,G,11,1
5452,1.0885911081367527e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"Greek customer service, reasonable prices, Great Depression..",2020,IL,Illinois,42.0565594,-87.7449745,G,1,1
5453,1.0181212783356528e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,1.0,Rachel. This lady could say the simplest of things in the rudest way possible. There’s no point in legit YELLING at a customer when YOU fail to keep temporary face masks in your facility. You can kindly ask the customers to leave but I think her upbringing was lacking.  Perhaps Rachel never learned to properly greet and politely ask someone to leave. Her tone and attitude are unwelcoming and inappropriate. Please refrain from interacting with her at the cashier. She makes transactions awkward and uncomfortable. In case her name isn’t actually Rachel she has short blond hair and looks like a stuck up brat who hates her life and job. Never coming to this location again however the employee working next to her was a total sweetheart. Beautiful and kind. I’m only sad she has to deal with Rachel on an every day basis.,2020,IL,Illinois,42.0565594,-87.7449745,G,12,0
5454,1.1343127344356704e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Excellent products and over the board customer service. I was greet at the door and taken to what products I was needing.,2021,IL,Illinois,42.0565594,-87.7449745,G,1,1
5455,1.0136177095559774e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"Ok here's my review!!! I walked in, was greeted by Karina who said HELLO first! (LOVED THAT) I told her I had a list and could she help. She jumped in grabbed what I needed, found substitutes, recommended 👌 and then rung me up!!!! She was absolutely 💯 on point!!!! If you visit there make sure to look for her.",2020,IL,Illinois,42.0565594,-87.7449745,G,9,1
5456,1.12116153746427e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,They had what I was looking for. Customer service was great.,2020,IL,Illinois,42.0565594,-87.7449745,G,8,1
5457,1.0562964803542771e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"This is a good Ulta store. They are not all created equal. Staff here is helpful yet hands off once you say you're just browsing. Displays are a little cleaner, though keeping up with the public who destroy the testing displays is understanably difficult. Of three Ultas that are similar distances, this one is my go-to.",2020,IL,Illinois,42.0565594,-87.7449745,G,1,1
5458,1.0632142778829562e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"Visited this store yesterday and I enjoyed my shopping experience! The staff was very helpful and friendly, accomated my questions and help me decide on products that I can try. There are just some items that run out but still it’s a good place for beauty products shopping! For both budget friendly and high end.",2019,IL,Illinois,42.0565594,-87.7449745,G,3,1
5459,1.06590787522298e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"I always go there for any newer parfumes that i need.Lately they had a lot of advertisements about different deals and gifts that come with such purchases,however they failed to deliver on those offers. Not sure if this kind of gestures are simply made only to attract customers totally disregarding the fact that they might not be happy after their hope of receiving a little gift promised  to them in their email...It was never ever the case with this company and it’s truly sad that in past few months their customer service is not at the level where it was for a very long time.I still give them 5 stars hoping that they will correct little things in which they start slacking...",2018,IL,Illinois,42.0565594,-87.7449745,G,12,1
5460,1.0515408473741423e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,"Ulta is a good place to browse when you have some time, checking out new products, finding out about discontinued ones, and so on.  It is not the best place for quick, targeted shopping trips, as many displays are changed and/or reordered and so you cannot just buzz in expecting to find the MAC display where it was, say last week. Today on the holiday (Easter/Passover) weekend, this store was crowded and noisy, but heavily staffed, mostly with people walking around asking people if they require assistance about every 3-4 minutes.  It may just be me, buy nothing can drive me from a store faster than having personnel hover, redundantly asking if I need help, and not believing my answers.  Today, I grabbed a few things off my list and boogied on out.  I was exhausted to begin with, and the sales clerk polka was beyond me.  I'm not gone for good, as these stores are worthwhile places with a great variety of stock, ok prices, nice atmosphere, and usually pleasant personnel.  Today, it was overkill.  Oh, well",2019,IL,Illinois,42.0565594,-87.7449745,G,4,0
5461,1.183324676180821e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"Came in yesterday (a Saturday) with a small group of ladies. Jessica (with MAC) was amazing!! Very knowledgeable, friendly, and courteous! Was attentive to each of us, patiently answering any and all questions. If another customer would interrupt, she would politely excuse herself and help them quickly and efficiently. If she was unable to quickly step away, she would ask a nearby staff member to help, relaying specifically what the customer had asked. Very professional!! Also, her demos were amazing, she was clear about what she was doing, which products to use, how to achieve a look, and which colors would work best. It's clear that she not only knows what she's doing, is good at what she does, but also thoroughly enjoys it! If shopping at this store for makeup, ask for Jessica, you won't regret it!",2017,IL,Illinois,42.0565594,-87.7449745,G,7,1
5462,1.0586659616634469e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,My daughter loves Ulta..,2020,IL,Illinois,42.0565594,-87.7449745,G,7,1
5463,1.0841336157597388e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,I can always find what I want....ALWAYS!!,2019,IL,Illinois,42.0565594,-87.7449745,G,10,1
5464,1.085818552383828e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,3.0,"I really love Ulta I think they have come a long way w so many great brands. I have shopped here many times,  but never 10 mins before they close. I new exactly what I needed to buy and needed no help. But, I have never felt so rushed and pressured to check out and leave. That I was told that I had 5mins left  and personally told they would be closing soon. Ulta should really think about having at least a 10min after closing courtesy like others establishments.",2019,IL,Illinois,42.0565594,-87.7449745,G,4,1
5465,1.1039649722602815e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"I am becoming a huge Ulta fan over Sephora these days.  I was waited on immediately when I came. The sales person was very helpful in doing a color match and suggesting a new primer.  I am happy with all of the products that I bought after a week!  I will come here again soon.  I prefer this location and the Ulta at Clyborne Square. My only complaint was that the brush section needs to be refilled because there weren't as many options that I was hoping for, but I did go on a busy weekend.",2019,IL,Illinois,42.0565594,-87.7449745,G,2,1
5466,1.0673776189801711e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,2.0,"I hate this store. I understand if you're into make up and all that, you may live and breath ULTA.
For someone who wears little makeup and only shops ULTA for Christmas gifts or a specialty item here and there, they are pushy at the check outs for personal information and get testy when you refuse to give your phone number or join the ULTA membership.
Returns even with a receipt are impossible without giving up personal information.",2019,IL,Illinois,42.0565594,-87.7449745,G,6,0
5467,1.03732757773848e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,I love this store. They have everything and the associates are so knowledgeable about products. And they have the best loyalty program by far!,2018,IL,Illinois,42.0565594,-87.7449745,G,1,1
5468,1.1582148398130967e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,"I love my hair stylist (Ruth) at the Salon here. Everyone in THIS ULTA Salon is friendly, non pretentious and seem to care about clients. Were this Review on this Salon alone I'd give it 5⭐s. The Store seems to be well stocked w/items they advertise. The store's Reps, for the most part, lack personality, dream or are just lazy. Every section is occupied by reps who ""work in a different section"".  They ""cannot help/answer questions"". This was the 4th time I waited in checkout line while people obviously grew impatient, if not walking out the door, due to the lack of open registers (there are 3 or 4 but rarely more than one CASHIER). Groups of Sales reps doing nothing but holding up tables or walls, appearing to be absorbed in convos unrelated to ULTA-  are in plain sight but NOT at a register! I won't get into various probs occurring at registers, remarks made by cashiers that are not apropos ... if you have time, like I did that day, then shop here. Don't go here knowing nothing about what you want, you have product questions, etc.. Don't shop here if you need to be in and out. Otherwise, yeah, it's okay.",2019,IL,Illinois,42.0565594,-87.7449745,G,7,0
5469,1.0342649236310958e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Like a kid in a candy store for anyone who loves makeup. People are always helpful but not pushy. Be sure to bring the $2.50 off your $10 purchase coupon available online.,2014,IL,Illinois,42.0565594,-87.7449745,G,11,1
5470,1.0262906575582346e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,my favorite Ulta store. Very friendly and helpful extremely professional sales people. I woman named Lori was very very helpful she really knew about all of the products. Skillful make up artist,2017,IL,Illinois,42.0565594,-87.7449745,G,4,1
5471,1.1453331124582608e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,This place is fully stocked and everyone was helpful I highly recommend this location,2018,IL,Illinois,42.0565594,-87.7449745,G,11,1
5472,1.0757376668642596e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Bra I was so annoying and every employee was so nice to me any way doing swatches for me and explaining things to me this place is great,2018,IL,Illinois,42.0565594,-87.7449745,G,11,1
5473,1.1223215563419615e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,Easy to find brands I was looking for.,2019,IL,Illinois,42.0565594,-87.7449745,G,3,1
5474,1.0445288206702662e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,"Good store. Big, good service. The only downside is they don't carry many man's product.",2016,IL,Illinois,42.0565594,-87.7449745,G,1,1
5475,1.045105748938705e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Simply love this place.,2019,IL,Illinois,42.0565594,-87.7449745,G,5,1
5476,1.040289234277004e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Great make up selection very pretty girls. Specialy this girl named karina she has curly hair. Shes the most beautiful girl ive seen by far.,2018,IL,Illinois,42.0565594,-87.7449745,G,7,1
5477,1.1837737169574529e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Love the store but I spend way too much everytime I go!,2018,IL,Illinois,42.0565594,-87.7449745,G,6,0
5478,1.0357148708368631e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,You can get lots of useful stuff here for a reasonable price. Lots of discounts available too,2017,IL,Illinois,42.0565594,-87.7449745,G,1,1
5479,1.0028838930985896e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,2.0,Never would recommend their salon. They charged me $50 on a cut that was more of a trim n she spent about 10 minutes on my hair. Better off going to supercuts if i wanted service that quick and would have been charged the amt that they spend on your hair.,2013,IL,Illinois,42.0565594,-87.7449745,G,1,0
5480,1.0187796284888747e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,I love Ulta more than Sephora because they have more deals and sales.,2017,IL,Illinois,42.0565594,-87.7449745,G,1,1
5481,1.0968804137454484e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,"Staff is nice, not always easy to locate, pretty good selection of products, nothing special compared to other locations.",2016,IL,Illinois,42.0565594,-87.7449745,G,8,0
5482,1.0289142560506189e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Awesome service!,2019,IL,Illinois,42.0565594,-87.7449745,G,9,1
5483,1.152841928548631e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Amazing customer service!,2019,IL,Illinois,42.0565594,-87.7449745,G,2,1
5484,1.0615140246048771e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Like they say in the ad for everything Beauty I'm not much for makeup since I'm mail but I've never seen so much in my entire life between the shading lipstick and the foundation hair dyes brushes just everything if I was a woman I would be here every day.,2017,IL,Illinois,42.0565594,-87.7449745,G,6,1
5485,1.1229104682104957e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Goid service will return,2019,IL,Illinois,42.0565594,-87.7449745,G,8,1
5486,1.0926027355130688e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,Expensive place to buy perfume.  Many ting for women,2017,IL,Illinois,42.0565594,-87.7449745,G,7,0
5487,1.0238199509872293e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,2.0,"I went in for a particular Lancôme product, they didn't have the shade I need and the ulta rep proceeded to try and sell me a different shade. The shade for a concealer is not an option, it is my skin color. I don't know what she was thinking. It is also particularly frustrating that Lancôme products aren't carried at every Ulta.",2016,IL,Illinois,42.0565594,-87.7449745,G,10,0
5488,1.0206670762424797e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,I like the place and customer service,2019,IL,Illinois,42.0565594,-87.7449745,G,7,1
5489,1.0953756663413585e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Aviva is an awesome stylist!,2017,IL,Illinois,42.0565594,-87.7449745,G,10,1
5490,1.0373949097243474e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,They have it all,2019,IL,Illinois,42.0565594,-87.7449745,G,5,1
5491,1.0107534727242311e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Great staff,2019,IL,Illinois,42.0565594,-87.7449745,G,1,1
5492,1.1113127479956e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,3.0,Had a sale on hair products.,2019,IL,Illinois,42.0565594,-87.7449745,G,6,1
5493,1.041349812564403e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Love this place!,2018,IL,Illinois,42.0565594,-87.7449745,G,12,1
5494,1.1167724575676262e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,1.0,The girls has so much attitude,2018,IL,Illinois,42.0565594,-87.7449745,G,11,1
5495,1.1348325003660829e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,I <3 the ulta,2018,IL,Illinois,42.0565594,-87.7449745,G,6,1
5496,1.1746196886621944e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,They have MAC inside!!,2018,IL,Illinois,42.0565594,-87.7449745,G,5,1
5497,1.1839320875546585e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,Walked around the store several times before i found someone to help me. A lot of shelves were light/empty,2018,IL,Illinois,42.0565594,-87.7449745,G,3,0
5498,1.149877823681226e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,5.0,Loved everything about this store,2018,IL,Illinois,42.0565594,-87.7449745,G,8,1
5499,1.0912265973701044e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,3.0,Coupon situation is weird here. Prices are not competitive with on line options. Men's section is a clear after thought.,2017,IL,Illinois,42.0565594,-87.7449745,G,12,0
5500,1.1329962407466497e+20,0x880fcf41d1d9cdbf:0x9213629971dd64cf,4.0,Nobody to help me for 10 min,2016,IL,Illinois,42.0565594,-87.7449745,G,12,0
5551,1.1385254266599858e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,"Who needs a salon when you have Ulta Beauty. A large variety. Of All your hair care an Beauty needs .
planty of flool staff on hand to ast . nice an Clean very inviteing. Did someone Say Nail Care??
Its a nail care an eyelash oasis no matter what Your Beauty need are. Make Ulta Beauty Your One Stop Beauty Shop.
Oh Yes tell them Kim Sent You.",2021,IL,Illinois,41.7999469,-87.5878506,G,4,1
5552,1.0920803349482013e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,Helpful staff. Great selection. Lots of fun stuff on sale.,2021,IL,Illinois,41.7999469,-87.5878506,G,1,1
5553,1.0755070362816156e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,The customer service I received was excellent. The associates were helpful and professional.,2021,IL,Illinois,41.7999469,-87.5878506,G,1,1
5554,1.156778480671856e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,"I am new to Ulta Beauty. So far, I like the shopping experience. There are people there to assist you and there is someone there who greets you as soon as you walk in the door. They have a nice clearance rack as soon as you walk in and everything in the store is very enticing :)",2019,IL,Illinois,41.7999469,-87.5878506,G,2,1
5555,1.0387682628727862e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,Everything in Ulta for your hair to make-up. They also had cute little outfits for the summer & leggings!,2019,IL,Illinois,41.7999469,-87.5878506,G,10,1
5556,1.0988852513233388e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,"Such a great experience.  Kenza was beyond helpful and knowledgeable. She went above and beyond to call around for me, make me feel comfortable and introduce me to new products.",2019,IL,Illinois,41.7999469,-87.5878506,G,4,1
5557,1.0193064258055296e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,4.0,"Today was different years ago than when it first opened, they not only greeted me but made suggestions based on my need. I must say today I saw improvement in there customer service! Give it another shot not all hope is lost.",2019,IL,Illinois,41.7999469,-87.5878506,G,9,1
5558,1.023896473840091e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,I love this place !!,2020,IL,Illinois,41.7999469,-87.5878506,G,11,1
5559,1.0608519222498751e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,"Great selection, friendly staff, bright and organized store. Worth a visit!",2019,IL,Illinois,41.7999469,-87.5878506,G,9,1
5560,1.1337424766243486e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,Love this the makeup is the best and love it when they have sales,2019,IL,Illinois,41.7999469,-87.5878506,G,12,1
5561,1.1043732518437554e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,2.0,Went in for a hair cut for the breast cancer event and they did not do the best job.. My hair was not even on both sides in the front and it was super noticable.,2019,IL,Illinois,41.7999469,-87.5878506,G,11,0
5562,1.0764455946949304e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,4.0,This store is pretty nice.  I go here now since the one on Michigan Ave has closed.  The best place for eye brows in Chicago. Ask for Ashley.  Benefit Brows.  They have the technique down.  Check it out!,2017,IL,Illinois,41.7999469,-87.5878506,G,3,1
5563,1.1093204441874543e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,4.0,Good store with a great variety of products and usually in stock! The lady at the Clinique counter is awesome and very helpful! Sometimes the cashiers look a bit sad or annoyed...cheer up!,2019,IL,Illinois,41.7999469,-87.5878506,G,1,1
5564,1.067848454271289e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,2.0,"I ask a someone for the price for a item and she said "" oh Im already helping someone"" ok, so I waited for someone else to come by. She told me the price but walk away before I could ask any thing else. I was trying to find a new moisturizer, I ended up buying a trail size and going home.",2019,IL,Illinois,41.7999469,-87.5878506,G,5,0
5565,1.151555641696751e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,Kimberly was awesome. Loved all her recommendations,2019,IL,Illinois,41.7999469,-87.5878506,G,8,1
5566,1.034212898383924e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,The cosmetic specialist Tia was more than knowledgeable excellent rep for the store!!,2019,IL,Illinois,41.7999469,-87.5878506,G,6,1
5567,1.1511502565238894e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,5.0,Rachel is amazing!!! A little overpriced but worth it for the quality work.,2019,IL,Illinois,41.7999469,-87.5878506,G,5,1
5568,1.007877051640522e+20,0x880e29718ddc36e1:0xbaf4e05bd1172021,4.0,"Staff are friendly, though I found it hard to grab their attention (short staffed or busy?). The line at cashier is pretty long and takes a long time to check out, but overall the experience is good. Good selection of make up, samples can be requested, and drug store brands are available.",2016,IL,Illinois,41.7999469,-87.5878506,G,3,1
