user_id,business_id,stars,text,month,year,hour,source
fXzVjCtaYqmv_P3vYO0OTg,6ZdgPekv8DEvwLmh66wJIQ,1.0,whatever you do do not interview here literally the worst interview experience ive ever had the employees here are so unorganized and have no idea what they are doing very unprofessional had to do a group interview which i did not know about the woman was late and the whole situation was awful dont recommend applying here,11,2021,23:04:03,Y
crN41LhDxH3IRg-f-umyGQ,qPohxPukFHiTsQ5wFQa0FQ,5.0,i came in to get the concealer and then remembered to get some body care for my boyfriend who has body acne and dry flaky skin carey kerry kerri sp who happened to be in the aisle where i was perusing the cerave products was kind profession and very friendly she patiently listened and gave her honest twocents about recommended products i dont know how your name is spell  it has so many variations  but bless you carey you rock ulta kietzke keep her she demonstrated excellent customer service  a very professional general manager  i hope she never leaves and i hope her colleagues learn from her,2,2021,21:24:02,Y
Bd8DD_p2BFhahsKAUpbJFw,qPohxPukFHiTsQ5wFQa0FQ,1.0,i dont wear a lot of makeup but i spend a lot on face care  at this location  more employees than customers this morning but i waited patiently for the young lady in my particular section to finish with another customer  never to return several other employees passed by without a word when i asked for assistance a young woman said let me do this and ill be right back  she also did not return  when i finally set my 100 purchase on an endcap and left she was at the register  several others were available but socializing with fellow employees  i will not return to this location or perhaps any since this brand is available at macys and dillards,1,2020,19:54:29,Y
l-j-MSbgtq5e0UbnIkXdfg,qPohxPukFHiTsQ5wFQa0FQ,4.0,"can you believe i have never been to an ulta before the range of products is pretty incredible i got a more expensive hair dryer that works so amazing it looks like i am wearing a wig i got tons of stuff from hair products to the anastasia beverly hills riviera palette i have been eyeing for a while now spent a ton of money and worth every penny the only issue was that my anastasia palette was beeping all crazy in my bag and scared me maybe bc i went towards the front to drop off my hair dryers bc they were heavy and then went to the back again for the hair brush not sure but that issue should be addressed bc i literally had to put my bag down because a manager was chasing me down from the alarm on the makeup palette and it scared me i just need a hair brush calm down beeper it was funny mostly but not sure why the alarm went off as it never left my bag sephora does not have alarms so it was confusing me to keep hearing beeps around the store and not understanding what they were now i know lmao dont move too fast with an anastasia palette in ur bag 
anyways it was really fun like in a dangerou way and nice to check something out with more variety than sephora i will be back but i am cutting myself off from makeup for at least 6 months bc i have been going ham on the makeup",5,2019,06:08:49,Y
CXIPg8Ny7xW9Jba_0_BuvQ,qDHInkhNalPHQi8rYi9kjA,3.0,"as noted in a previous review my first visit to this store was disappointing 
 recently i visited the store again looking for a hardtofind item  the store didnt have what i was searching for  however a store employee i dont recall her name noticed me looking and offered to help  she confirmed they didnt sell the item  however using her cell phone she spent a few minutes locating the item at another store verifying it was instock and getting price info  needless to say this left me with a more favorable impression than my previous visit",2,2021,01:17:17,Y
EP0Q4KEe99urpxCd6yeTUQ,qPohxPukFHiTsQ5wFQa0FQ,1.0,im really disappointed in this location im a new mom and my hair wasnt happy with my old shampoo i went in and asked for a recommendation that didnt have a lot of added junk in it the girl sold me bed head saying how it was a new formula and it didnt have the silicones in it and all this bs because it turns out it literally has everything she said it didnt have in it now im not a hair specialist which is why i trusted the sales girl to steer me in the right direction then i went to my hair girl who said i had so much build up she couldnt even get a lather and told me what was inn bed head this place is a joke and you should not trust them because clearly they have no idea what theyre talking about or just blatantly lie to customers,1,2020,20:35:24,Y
q3REJnRgidfOushLTm83Kw,30rM6JGz_4cqjeBJZ93thA,4.0,"this is my local ulta and while i dont pop in here all the time its my goto for my shampoo and conditioner especially when they send me a coupon in the mail 

the store is pretty cramped but easy enough to navigate the salon is toward the back left and is always booming with customers everyone in there seems to be having a good time the floor associates are always courteous and quick to ask if i need any help and i mean really quick i know exactly where my shampoo is make a beeline for it then pull a sick 180 toward the cash register and they still manage to get a word in

the registers are my only problem with the store think of a homegoods or marshalls line of registers without the defined queue this results in customers who shall we say think less intuitively about queue flow and force the line down actual store aisles instead of snaking it around where it should go this could be easily solved by adding a ropedoff section specifically for the queue the store is so packed full of end caps and shelves anyway that removing something toward the registers would solve two problems at once

while i dont go to this store more than about twice a year its not an experience i dread they always have what im looking for and they deliver coupons semifrequently not a bad place to physically shop for beauty products in citrus park at all

as a sidenote one irking thing about ulta in general is that they press you for your phone number more than any other business ive been to they say its for returns but they can be very aggressive about it i just give them my moms phone number which they already have and she gets the points just so i can avoid the minor confrontation",7,2019,14:05:00,Y
rYshu8w5RoXkTPiHj_5lwA,buLMYC9EsRiXU2anGU0PRg,1.0,i went in to purchase perfume for my mom as she likes a certain perume i can only find at ulta macys or now amazon  i want to support local business so i purchased here but when i purchased they wanted my phone number which im not giving out as i dont want to be on a marketing list and get texts all the time  the sales lady didnt like this and proceeded to tell me i will not be covered if the bottle is broken  i told her will keep the receipt and will take the risk they seemed very agitated as i wasnt giving them my phone number   all in all a bad experience  next time i will just purchase on amazon and get twice the size for the same price,12,2020,21:13:41,Y
Uww_9enlD0PL2KMB8XSUMA,qPohxPukFHiTsQ5wFQa0FQ,1.0,my husband and i were shopping here on friday we were checking out and my husband was having a conversation with the cashier and right in the middle of the conversation she says and i quote now sir you are gonna have to pull your mask up over your nose now my husband has a beard and every time he says something his mask comes down under his chin we own 2 successful businesses we fight the mask fight everyday if a person is checking out and trying to be nice the last thing you expect would be some one who really doesnt know the struggle jumping on a 55 year old man checking out if you are gonna pick a fight pick a fight with someone who is really abusing the mask thing all the time not the one time you decide to talk to them maybe some customer service training is in order he complied but we were both in shock of the condescending attitude and what would she do if he didnt call the police you know the police that have said they are not gonna enforce the mask thing we were leaving and we wont be back i hope this particular store survives the pandemic but i have my doubts,8,2021,04:02:27,Y
kvtymCCeXDTB8TWm5RVl2Q,6ZdgPekv8DEvwLmh66wJIQ,1.0,"i was supposed to get my hair done today but instead i received a call from the rudest store manager i have ever spoken to this is the person setting an example for the employees 
i had an appointment at 12pm confirmed by 2 texts messages yesterday  i received a phone call from molly to ask covid questions about 1045am and as we were hanging up she said see you at 11 i  corrected her and said my appointment was at 12pm and i  then checked my texts and found they sent me a text at 1003am thus morning changing my appointment to 11am i told molly there was no way i could be there by 11am i should have received a courtesy call if appointment was changing morning of she said she would have to talk to her manager since i cant be in at 11 and would call me back a few 
minutes later the manager called and proceeded to tell me the system says my appointment was at  11am i told her i received 2 text message reminders yesterday for my appointment at 12pm  not 11am she told me i would need to send her a snip it of the texts because that is not what her system says my appointment is  i was appalled she was basically calling me a liar and asking for proof of the text messages i expressed this to her and she sarcastically said im sorry we can schedule you for another day she proceeded to say they were having system issues i responded how was that my issue and now i have to reschedule doing our whole conversation she spoke to me rudely i told her she needs customer service training  i asked to speak to her manager she said she was on vacation and she would send me her email just before she rudely commented have a nice day and hung up on me 
i was highly offended by the treatment i received and was extremely surprised that a person in management would speak to a customer in this manner and insinuate i was not being honest  you can see for yourself i was being honest with her",1,2021,19:29:12,Y
B-mlFwY2oA8ATpyo3RyWPA,qDHInkhNalPHQi8rYi9kjA,5.0,my first time in ulta in a while and jose is so sweet he made my short experience a good one ill definitely be back,7,2020,22:30:02,Y
bkBDF57FKwU20jQUraWCKA,30rM6JGz_4cqjeBJZ93thA,5.0,place is awesome for make up and gifts for your women in your family my girlfriend loves this place and the quality and price is good,11,2019,23:36:43,Y
l-j-MSbgtq5e0UbnIkXdfg,qPohxPukFHiTsQ5wFQa0FQ,1.0,"i wont be back to this location the last time i was here the staff followed me around but not to help me it was just to make sure i wasnt stealing anything i have spent thousands of dollars here so yes its offensive and not to mention annoying the girl with the colored hair also gave me dirty looks
they only left me alone once i got in line to purchase f this store",7,2021,16:10:09,Y
M6GhCo2b6PjirUSLb0IgZg,qPohxPukFHiTsQ5wFQa0FQ,4.0,"my wife used to shop here quite a bit for her hair care products while they mostly target a female customer base they do carry a small selection of mens products cologne skin care etc when i would come here with my wife i would pick up a jar of my favorite shaving cream art of shaving needing a refill we stopped by to pick one up

long story short it was a bust come to find out they seemingly dont even carry art of shaving products any longer there werent any tags on the shelves for them they do have the jack black line but didnt have the shaving cream or any shaving cream in stock

while it was a bust i do have to commend the employee who tried to help me find some she asked if she could help me find anything and when i told her she took me around to a couple different spots in the store to find it alas we didnt but her customer service was on point",12,2020,08:09:19,Y
MatZQjcbXNvZoJIyEZ3T5A,qDHInkhNalPHQi8rYi9kjA,1.0,"heres an update on my yelp review ulta guest services reaches out and asks me for more details i do so and lisa jubanyik salon district manager gets in contact with me  she is rude unprofessional unapologetic and made me feel like my complaint was not valid  

get this she has the audacity to tell me i lied about how long i spent at the salon and how she checked it on camera are you kidding me this is your response to a customer service issue if thats the case it should be clear on camera that i came in around 10 am for my correction youre employee came in after 10 am with a coffee and i had to approach her and ask her when we were going to begin also i offered to come in on my day off so your employee did not have to i am an understanding client and i was happy to offer some flexibility there in hopes of a quality service that in the end was not provided 

and yes lisa i did spend more than 400 i paid 299 redeemed points tipped 20 and bought salon products you can keep my money and ill gladly spend my money elsewhere thank you for wasting my time today",7,2019,20:42:50,Y
fdvv2RWhRKHFFxRS9KhycQ,qPohxPukFHiTsQ5wFQa0FQ,5.0,"cassandra at the benefit brow bar shaped up my eyebrows super nice and she was very professional and pleasant to work with thank you cassandra 
carleen nevadas curl expert",7,2021,22:44:13,Y
m2ovAr-P0jJ6QvM0zxuEjg,LyQbIKnQN-3Pogi_5ZshNg,1.0,this is for the salon in the back i started going to this location because tara is amazing i got my hair cut by gina and she was amazing i havent seen her since lock down ive tried out kim who did a pretty good job and today i had erika and i hate my hair i was there for two hours she was 30 mins late taking me back i wanted a sharp angled bob hitting at my jaw line my hair is 35 to 4 inches shorter than the picture i showed her hitting at my eyebrow instead,9,2020,01:03:20,Y
jW-Fs01sacloiB4OqV2PAQ,6ZdgPekv8DEvwLmh66wJIQ,2.0,"this review is soley for my salon experience theres never been any kind of issue everytime i visit the store

i booked an appointment online for my dad on a sunday at 1230pm i received a call the day of my appointment asking if 1pm will work because they were running behind sure no problem we got there at 1pm and waited for another 15 mins before we got taken cared of it took 45 mins for dad to be done with his haircut their clipper was broken and the hairdresser nicked his neck we were definitely dissatisfied and as first time customers traumatized after that cut on his neck it makes me question if the staff needs more training",1,2021,02:29:52,Y
cQ22QVlVpEJ041hLPv_sww,qPohxPukFHiTsQ5wFQa0FQ,1.0,this place doesnt know how to hired girls all the girls are so rude and dont ask if everything is okay you have to ask yourself for help all they do is give dirty looks left and right please management do something about this i always get everything from here or i can go else where if nothing changes i know your numbers matter change your ladys attitude make them give better customer service thank you btw you only have one women whos sweet and is the best at what she does other than that everyone else is rude i had to leave and put the items i wanted to buy,4,2019,23:18:16,Y
K8PBisr_APCjrz7kUzxUYQ,lAx1fYU_FMmpCesbHVK_Zg,5.0,went to karina again for a hair cut she did an awesome job and helped me pick a great dry shampoo for my insanely oily hair also had my brows done by paige my brows are shaped now and look amazing im very happy with my services thank you,8,2021,14:04:27,Y
y-GT_KHQst0DigiYmliJJA,qDHInkhNalPHQi8rYi9kjA,1.0,"beware of taking product recommendations 
i did and i am very sorry that i did always read about the products you are purchasing before you buy them because their employees are extremely unknowledgeable i took their recommendation and now i have had to spend hundreds and hundreds of dollars to repair the damage they caused big mistake huge mistake dont make it unless you want to end up in the same boat",3,2019,03:20:27,Y
oV_kIo5RMG2fyZ6sGiGxsA,Bb7-R7PdhknAWcl4GcLD7A,3.0,ulta sells some real good stuff like i love the products and all but holy heck it is very expensive  i am not sure if they control the price but i shop there way less than i would if the prices were reasonable,2,2019,02:39:46,Y
44RlSsZxUmKPmVIONp2abw,qPohxPukFHiTsQ5wFQa0FQ,1.0,workers were very rude would not let me return my product that was damaged when i purchased it i told them i was not aware it was damaged and they would not let me return it they got the manager and she said there is nothing she can do ridiculous because there is always something you can do they were eating the whole time i was there they also got a order of starbucks while i was there that was quite unprofessional in my opinion,6,2021,17:15:00,Y
j7AyS1yve8nBoxOg1e0rkQ,qDHInkhNalPHQi8rYi9kjA,1.0,ive visited this store on separate occasions and have had associates follow me around the store in the disguise of checking products near me initially thought this was a coincidence but after giving the store another chance because of convenience it was obvious that it was intentional this tailgating experience is insulting rude and really dampened my shopping experience along with changing my view of the brand will not return based on the treatment received at this location if i could rate 0 stars i would,11,2021,17:14:19,Y
jsj_zo-APbieuztxv3hNkQ,6ZdgPekv8DEvwLmh66wJIQ,5.0,had makeup done for my daughter for junior prom i showed the dress to the makeup artist so she could decide on colors and shades i am not an expert on make up  my daughter doesnt have flawless skin but the artist made it look like she did i am glad i brought her here my daughter was really happy with the makeup work plus she had eyelashes applied its was kind of pricey at 60you buy some of the make up products and the application is free they have other services like lessons on how to apply make up and express services if you are in a hurry 30 minutes for 30  the make up artist dawna was really friendly and knowledgeable about products,4,2019,02:23:41,Y
59ofGhzF3YUQJB2zEx1Iww,30rM6JGz_4cqjeBJZ93thA,1.0,"5 minutes in the store and my presence is not even acknowledged i actually needed some product assistance and my gut have waited if at least someone had told me theyd be with me shortly 

5 minutes in sephora the next day got me the help i needed a suggested option with timeline for new shipment of my product of choice and in line to pay 40 lost sale for ulta and guess where ill go first next time",8,2019,19:18:50,Y
FEBeos8fdjbsiZBTdWaXEQ,qPohxPukFHiTsQ5wFQa0FQ,5.0,i needed a hair cut badly i am new to the area and it is hard to trust and put your faith in a new hairstylist to you i was blessed with celeste i called and she greeted me and was able to book me the next day she recommended this new treatment for my hair and it was so worth it my ends were pretty damaged and she was able to style my hair with a fabulous new cut she takes the time to really understand what the customer would like and she helps you get there i booked my appointment next month to add some new color to my hair i am very excited and i highly recommend her she was very friendly and professional and did a great job with my cut today she also recommended this serum and heat protector verb ghost oil it smells amazing and i love it she gave me some great recommendations on how to care for my hair celeste gets 5 stars ulta is lucky to have her,10,2021,05:17:31,Y
_MiiWy191toYODYwafRJ6Q,30rM6JGz_4cqjeBJZ93thA,1.0,i came to this location because they have mac products  the employees were nasty and none were helpful  check out was a terrible experience   the girl wouldnt even speak to us  several items did not ring up correctly and when we asked about it the response we got was do you want them or not  we also wanted to use a 350 off coupon and she acted disgusted about that  definitely would not recommend this location   employees should be retrained and provide at least some level of customer service or is it a requirement  to be nasty to work at ulta,7,2020,19:12:47,Y
bmz1PFKYMgiWToGxesQ2XA,30rM6JGz_4cqjeBJZ93thA,5.0,can i just say i love kanesha she is the best when it comes to giving me a protein treatment in order to make my hair super healthy she also listens and educates you on your specific hair type i was definitely someone that said they would never go natural but i now love it im interested in adding some color soon and shes the only one i would trust to do my hair the women are friendly but kanesha makes me feel right at home i have gotten my relaxed ends cut by her and my hair is now healthier than ever i cannot wait to book my next appointment with her,7,2019,01:42:07,Y
G68ybUxkaWAFgxQJ3Jyb4g,qDHInkhNalPHQi8rYi9kjA,1.0,this store sucks not only do the employees not give a shit but the people who shop there are fucking trash its the day after christmas and i have my nice sunglasses stolen that were right by the register the employee i asked for help couldnt be bothered i will never go back here,12,2019,20:15:22,Y
oOhvBsdE3uj7sYaIO4O80Q,30rM6JGz_4cqjeBJZ93thA,1.0,literally the worst costumer service ive ever received id give negative stars if possible,2,2019,01:38:29,Y
YiA7n1wcMhlfo5M5wLKZ1w,LyQbIKnQN-3Pogi_5ZshNg,1.0,had been going to this salon for a few years noticed it started to look dirty and unprofessional my last visit a few weeks ago was the last straw the salon area was a mess the floor was dirty and the surrounding counter areas were so dirty i didnt want to put my purse on the counter very surprising that the stylists appear lazy with their appearance as well would be nice if some of the ladies would pretend to do basic hygiene before coming to work this location has been in decline for the last year not sure if its the store management salon management or lack of training way too over priced for lack of professionalism,6,2019,14:34:12,Y
zftKJs-3igsckK5O_7ZAsw,6ZdgPekv8DEvwLmh66wJIQ,1.0,this one star is for all the staff at ulta in los altos not necessarily ulta let me start off my pointing out that there is never any kind of diversity in their staff i truly wonder why anyways i hate coming to this ulta the staff makes me feel so uncomfortable constantly staring at you like if they think you are going to steal pretty annoying also pretty annoying that they just constantly ask you if you need help every 2 mins when in reality they just look at what you have in your hands and when you do ask them a question they seem annoyed and clueless i love ulta but i wish theyd hire a team fully of genuine diverse and actual friendly people,6,2019,00:39:43,Y
6foDMli699r4L4vrMVgdBQ,LyQbIKnQN-3Pogi_5ZshNg,1.0,"ouch jenny ive been coming here for years i purchased an instore pick up for an orange shade of lipstick the bag i picked up contained the wrong color a shade of red that was too blue for my skin tone i tried to return it but since it was the wrong shade it didnt match the receipt  and she insisted that i didnt buy the lipstick there then she began to make suggestions that i did it intentionally 

i just picked it up your person put the wrong color in the bag i just wanted a swap of the color i ordered i couldnt swap or return 

i had to buy a second lipstick and give the blue one to my cool toned friend",12,2019,17:32:30,Y
VZx6TUklgsBZcjgCZyI97w,buLMYC9EsRiXU2anGU0PRg,5.0,allyson doll is amazing at what she does as well as an amazing person i took my 16 year old daughter to her for color and after allyson was done her hair looked exactly how she wanted it my daughters hair was already dyed black and she wanted to change it to a dark violet i wish i would of took a picture of her after it was done i even had an appointment for blonde highlights and have no complaints we will definitely be going back i would definitely recommend allyson to anyone she knows what she is doing,10,2021,21:08:20,Y
BphsuZdnhHog1SFG4AmrMA,Bb7-R7PdhknAWcl4GcLD7A,1.0,i went to the new montgomeryville ulta and had a terrible experience my friends and i needed to go in and a foundation matched for prom which was the next day i was first and everything was going well the worker told us she would remove the seals so we could try the testers after telling us that the testers werent available to use then my friend informed her numerous times that she had gotten a spray tan the previous day and wanted to match it to her color the best she could so she still let us put on the makeup and once we asked her for remover she told us she could not do that my friend had to aggressively remove her makeup with a dry tissue this resulted in her improperly removing her spray tan as well we asked the worker what to do and she stood there and rolled her eyes at us because my friend kept saying to her i told you i just got a spray tan why would you let me put this on my face without telling me u have remover the worker then proceeded to walk away and go to her fellow coworkers and point at us laugh and talk my friend was standing there panicking because of how this woman treated her i didnt catch her name but your workers need better training on how to deal with this she was willing to open the makeup testers for us but not give us remover and my friend left crying with a messed up spray tan,5,2021,16:45:12,Y
AZXM5vVfD0ZYaSCkKrEEMg,qDHInkhNalPHQi8rYi9kjA,1.0,i had my brows waxed at the benefit brow bar im not even sure how this happened that they were that uneven unfortunately i didnt even notice how bad they were until after i left,5,2019,22:48:50,Y
tow7Pb6k6A33PCJAu5lCtw,6ZdgPekv8DEvwLmh66wJIQ,4.0,"i stood and waited at the mac counter inside the ultra for 15min waiting for the mac employee to help me i even asked her is she was the only was available and she said she was the only one there i was mistaken to think it was like a macys where the person who works at the counter is the only one who can help 

a lovely girl named hallie came over from the skin area to help me without being asked  

the other lady let me wait for her im assuming for commission instead of having someone else assist me i felt like my time wasnt important to the mac girl 

thank you hallie for being so kind this would be a lower review had you not help me out",12,2019,22:58:25,Y
Ehmk6uULSwtHY6HK-_3xdg,LyQbIKnQN-3Pogi_5ZshNg,5.0,"i am really bad with names but sadie according to my receipt hannah and another girl that matched my foundation were friendly and very helpful
sadie hopefully i got the name correct showed me a variety of makeup options to chose from based on my budget and what i was looking for i had never been to ulta before and she explained everything great she spent a lot of time explaining the products to me and i didnt feel rushed she had a very welcoming personality
the girl who matched my foundation was fantastic as well sorry i forgot her name she was patient with me since i had no idea what i was looking for 
hannah the arch expert did a great job with my eyebrows she gave good advice on what products i should use to fill them in she double checked with me on how much to wax and what kind of shape i was going for she was very welcoming as well

i will return again when i need any new makeup i will be booking an appointment to get my eyebrows done with hannah in the future thanks guys",11,2019,01:19:31,Y
zv7tpu7xeaNyAeFG03d2CA,qPohxPukFHiTsQ5wFQa0FQ,5.0,i always love a good deal and right now ulta has a free plush throw in two different colors or a shower mimis in gray in all sizes with a 50 purchase plus i signed up some time ago for their emails and flyers and received 20 off my total which saved 23 and plus a 25 dollar gift card from our work we scored big time in the savings,12,2019,04:14:02,Y
sIeXq13TbBz0bwHtOrX32Q,qPohxPukFHiTsQ5wFQa0FQ,1.0,"terrible i ordered products yesterday and in less than 12 hour called to change the ship to address i did not realize the default address was a place i had not lived in for a few years there was no place on their order page to change an error 
no help from the help center i was told the order has been processed and there was no way to stop it or change the ship to address in 30 minutes the process couldnt have been stopped shameful way to do business 
the people who receive the package on their doorstep will be thanking a secret santa",12,2020,16:25:12,Y
lQ-4EHGHXoPyFK_yYiQNPg,6ZdgPekv8DEvwLmh66wJIQ,4.0,i was overwhelmed because i wanted new products in the past even at other locations havent gotten that great of service unless it was for a shopping bag i went in on friday and i got great recommendations and feel like i got the direction for products i needed for my super sensitive skin i did not get her name but thank you,9,2021,03:18:29,Y
jefrGYC2ZlQjbZ6xztD3-g,qDHInkhNalPHQi8rYi9kjA,1.0,"i went in for an appointment a little over a week ago with an elite stylist i felt really confident we were on the same page before she ever touched my hair we had a long conversation about what i wanted i had booked a full highlight and a cut i wanted to bring up the color of my 2yearold ombre into a warm balayage which was listed under the highlight service she asked how blonde so i showed her a picture of the exact balayage i wanted she said that had been exactly what she had in mind and we talked about how nice it would be for fall 

i said i wanted to take off 23 inches with a max of 3 inches coming from the bottom because the hair was pretty broken and dead she said she could definitely do that and asked how i like to style my hair daytoday i said i love throwing it into a messy bun at home curling it or straightening it for work and sometimes just wearing it naturally curly by tossing it over one side of my head i said i wanted layers cut back in because most had grown out she had cut my hair before and it was nice so there were no red flags yet

back to the color she said how good long choppy layers would look with the balayage i was going for i had no reason to doubt that i wasnt going to get what i asked forshe went on and on about how good it was going to look once the color in my hair was refreshed

when she took the foils out at the sink she commented about how wonderfully my hair had lightened up it hadnt been colored in nearly two years so i knew it shouldve worked well since the dye was mostly on virgin hair but then she said she wanted to make the color pop more and would i be okay with her deepening the root with a little bit of dye i trusted that she knew what she was doing so i said it was fine i thought maybe she had brought the balayage up a little too far and needed to touch it up to shadow the roots a bit i stayed in the sink for another half hour while that dye set and then we went back to the chair

i was confused in the chair because even though my hair was wet i couldnt see any signs of color i thought i shouldve been able to see some of the warm blonde at the bottom but there wasnt anything to be seen its okay though i thought because ive colored my full head and barely been able to tell when it was wet id wait until it was dry before making a judgment

i didnt have any doubt about her ability to cut my hair because ive been to her for a cut before so when she came to the side and showed me where she intended to start cuttingabout three inches from the bottomi wasnt concerned until she was still trimming off bits from the bottom 20 minutes later and i realized my hair had lost nearly six inches i started to panic a little bit but wanted to wait until she was finished 

maybe the layers would redeem it and it would be fine hair grows back right maybe wed had a miscommunication about the length i didnt know it at the time ended up taking off all of my remaining ombre i dont know how she interpreted i want to bring this color up since ill lose some of it in the trim into take all of this color off but once she had dried my hair i was shocked to see that not only had she taken six inches off but it was also all one length no layers to be seen 

and the color no slow gradual transition from warm blonde to my natural dark brown just cool blonde highlights from top to bottom throughout my entire head and as i later realized the highlights arent evenly spaced and some have missing brown chunks where the brown dye was unevenly layered over the blonde during the shadow root touchup

i wondered if it was the salon lighting that was making me see things i let her finish styling it as she gushed about how its still long even though it was barely touching my shoulders when it had formerly gone halfway down my back i stupidly paid   tip for this absolute destruction of my hair

lets recap

i asked for
 a warm blonde balayage
 a maximum of 3 cut off the length
 layers

i got
 cooltoned roottotip highlights
 darker roots on formerly virgin hair which will now be difficult to color over
 a minimum of six inches off of my hair which will take over a year to grow back
 an allonelength cut

was it opposite day because i feel like i somehow came out on the other side of the cupboard in narnia with a bad haircut

the salon manager contacted me offering to fix it and told me if i couldnt get there in one to two weeks im from out of town she could give me 20 off my next service i thought about going back but ultimately decided it would be better to go somewhere else rather than risk it getting even worse 

i asked ulta for a partial refund for this nightmare but havent heard back im not holding my breath 
 
ultamately this was a very expensive learning experience i hope you learn from my mistake and stay far away from this salon",10,2019,17:51:47,Y
TY6KFLkqqEbrQw_CRlR1bA,qPohxPukFHiTsQ5wFQa0FQ,4.0,"i actually had a good experience here today i normally shop ulta online mostly because being older okay old not olderim 60 usually equals notsogreat customer service in shops like ulta and sephora i have money to spend and i wear makeup but sometimes those things get overlooked when youre not young and wrinkle free 

anywayi decided to see whats in the actual store these days customer service was on point i was asked twice if i needed help but then i was politely left alone to shop the store was fairly empty so maybe thats why they were more attentive but i hope thats not the reason 

i browsed i chose a few things i paid i left happy the cashier was super nice im taking away one star for the overall messiness of some of the displays items were out of place or sideways just looked messy",7,2019,03:13:42,Y
gjAFFa544-TDvd6KbJZiUw,qPohxPukFHiTsQ5wFQa0FQ,1.0,i got my hair cut at ulta ive had my hair cut at ulta for several years and have always been happy this time was not one of those times see images im missing a chunk of hair it cut so short on the front side this was supposed to be an aline ha they gave me a refund and said that they have a policy that if they give a refund on salon services that the customer is no longer welcome there after all the money i have spent there im not welcome after they fed my hair up how is this the customers fault not that id ever let them touch my hair again but how dare they and during my haircut the stylist was called away to talk to customers 3 times took a customer phone call took a personal phone call and complained about her so selling their car and her current transportation problems as a result unprofessional,10,2021,21:36:36,Y
LzN3MAorP2zBswe4E73l0A,Bb7-R7PdhknAWcl4GcLD7A,5.0,love the selection of products and especially the assistance from the knowledgeable employees they are always available but not hovering i have received excellent makeup suggestions and demos when i have had time when in a hurry those great employees can really help you find what you need,7,2019,15:14:26,Y
b_043-BOnYvUcyAChR6hGw,6ZdgPekv8DEvwLmh66wJIQ,1.0,"i was extremely unsatisfied with a hair tints performance and when i went in to exchange the product for the more full coverage version the manager turned me away stating that the main reason he couldnt exchange the product because i used the whole tub and that if i had 75 of it still in the bottle that it would be no problem i had called another location prior and they were extremely quick to tell me that it was no problem at all to exchange the product but that they didnt have what i wanted in stock 
the manager at this location gave me no options to make sure i was satisfied and kept telling me that it was ultas policy to have 75 of the product left for a returnexchange when that is said no where in the return policy 
pretty sure his name was nico",10,2019,04:31:10,Y
bpIeY1TXcSlUGalJVO1D8g,6ZdgPekv8DEvwLmh66wJIQ,4.0,i got brows wax done here today they were busy or everyone was on lunch so i had to wait awhile but my brows turned out good enough that i fonthace to tweeze my own and im ready to go out on the town tonight,11,2019,21:16:10,Y
mZulmnALaYc1Y63DLGjU7g,30rM6JGz_4cqjeBJZ93thA,1.0,i have to say the manager at this location maria needs to have some management training skills and the basics of customer service  during the middle of a transaction she came up to the young attendant helping us and told her go on break ill help them maria didnt even introduce herself as maria the manager  she just rudely in the middle of the transaction told the young girl to go on break which was very rude   ive travelled all around the world and seldom have i seen a manager that lacks basic basic customer service skills   im sure most of her employees are afraid to speak up   perhaps a liability for the companys bottom line  definitely has lost potential customers   i do not and will not recommend this place,4,2019,02:02:15,Y
CXIPg8Ny7xW9Jba_0_BuvQ,qDHInkhNalPHQi8rYi9kjA,2.0,what a convenient idea  you can shop online and then pick up your order in the store  at most stores this concept operates like a welloiled machine  you arrive at the store show an email to the store employee and receive a package containing your merchandise   unfortunately at this ulta store the same concept is very poorly executed  you drive to the store find a place to park stand there waiting at an unattended order pickup counter while employees ring people up at the cash registers and then leave without any merchandise  an hour wasted  how convenient,12,2019,22:28:14,Y
MaDfoktr3B3syXXN8Wbcig,LyQbIKnQN-3Pogi_5ZshNg,5.0,"the customer service i received tonight was incredible  the manager offered to get me a bottle of water when she heard me cough then at check out she made sure i got the gift i wanted when i registered for the credit card

two of the clerks gave me such courteous  assistance even though they were short staffed  shopping there was a  pleasure and i will be back because of these 3 women",7,2021,03:22:10,Y
ShPqIduFn4UQh010K3uvBw,qDHInkhNalPHQi8rYi9kjA,2.0,"dont make online service appts made an appointment for makeup application a week in advance i arrived early to the spot and was told there has been a glitch in their online booking service so online appts werent all coming through so i wasnt on the schedule they blamed the online booking service still your fault ulta and were not apologetic the managertype lady didnt even make eye contact with me

giving it 2 stars only for the polite receptionist",3,2019,14:39:23,Y
1_sws6Q8TiR21CzzNvxUiw,Bb7-R7PdhknAWcl4GcLD7A,4.0,i always stop in here for beauty products as its the closest ulta to my house i have gotten my brows done here a few times as well as help with foundation matching from the associates that work here they have both high end make up brands and drug store brands their rewards program is much better than sephoras imo as they email coupons with specials and you can earn points to redeem for money off your purchase,11,2019,01:11:58,Y
yOv86fWneXWS_1Dx-KLbwQ,6ZdgPekv8DEvwLmh66wJIQ,1.0,"they dont have updated store hours and the manager with the purple hair was rude when she came out to tell me they dont open until later than is posted like i was supposed to know that 
ive literally never had a good experience with her in this store shes either short with me and other customers or her staff its a shame it is the only one close by or id gladly take my money somewhere else solely because of her",1,2021,17:07:04,Y
